id:ID,name,type,desc,:LABEL
432,y,unknown,"function, function in at least t, t in [0,1]",Parameter
433,w,unknown,"function, function in at least t, t in [0,1]",Parameter
434,width1,unknown,"float, begin width",Parameter
435,width2,unknown,"float, end width",Parameter
436,xs,unknown,"str, xsection name",Parameter
437,layer,unknown,"str | tuple | int, mask layer",Parameter
438,name,unknown,"str, element name (default='viper')",Parameter
439,N,unknown,"int, number of polygon points (default=200)",Parameter
440,epsilon,unknown,"float, infinitesimal step size to calculate the begin and end angle",Parameter
441,anglei,unknown,"float, set explicit angle of the input facet",Parameter
442,angleo,unknown,"float, set explicit angle of the output facet",Parameter
443,**kwargs,unknown,free parameters,Parameter
444,"bend(radius=10, width=1.0, angle=90, xs=None, layer=None, offset=None, name=None)",,Create a circular arc element.,Function
445,radius,unknown,"float, radius at the center line of the arc in um.",Parameter
446,width,unknown,"float, width of the arc in um.",Parameter
447,angle,unknown,"float, angle of arc in degree (default=90).",Parameter
448,xs,unknown,"str, xsection of taper",Parameter
449,layer,unknown,"int | str, layer number or layer name",Parameter
450,offset,unknown,"float | function, positive offset reduces radius. The offset can be a function F(width, radius) that returns a float",Parameter
451,"Cobra(xya=(100,100,10), width1=1.0, width2=1.0, radius1=0, radius2=0, offset1=None, offset2=None,xs=None, layer=None, name=None)",,Create a parametric waveguide element.,Function
452,xya,unknown,"point, point to connect to from (0,0,0)",Parameter
453,width1,unknown,"float, width of waveguide",Parameter
454,xs,unknown,"str, xsection of waveguide",Parameter
455,layer,unknown,"int | str, layer number or layer name",Parameter
456,"euler(width1=1.0, width2=1.0, radius=None, angle=90, xs=None, layer=None, name='euler')",,Create an Euler bend element.,Function
457,width1,unknown,"float, begin width",Parameter
458,width2,unknown,"float, end width",Parameter
459,radius,unknown,"float, optional to overrule the end-radius calibration value.",Parameter
460,angle,unknown,"float, end angle",Parameter
461,xs,unknown,"str, xsection name",Parameter
462,layer,unknown,"str | tuple | int, mask layer",Parameter
463,name,unknown,"str, optional new element name",Parameter
464,handle_missing_XS(xs),,Handle missing xsections or xsection missing mask_layers.,Function
465,xs,unknown,"str, xsection name",Parameter
466,"layeriter(xs=None, layer=None)",,Generator yielding all layers in a xsection.,Function
467,xs,unknown,"str, xsection name",Parameter
468,layer,unknown,"int, layer number",Parameter
469,"ptaper(length=100, width1=1.0, width2=3.0, xs=None, layer=None, name=None)",,Create a parabolic taper element.,Function
470,length,unknown,"float, length of taper",Parameter
471,width1,unknown,"float, start width of taper",Parameter
472,width2,unknown,"float, end width of taper",Parameter
473,xs,unknown,"str, xsection of taper",Parameter
474,layer,unknown,"int | str, layer number or layer name",Parameter
475,"Sinebend(width=1.0, distance=200, offset=20, xs=None, layer=None, name=None)",,Create a (raised) sine bend waveguide element.,Function
476,width,unknown,"float, width of the interconnect in um",Parameter
477,pin,unknown,"Node, optional Node for modeling info",Parameter
478,xs,unknown,"str, xsection of sinebend",Parameter
479,offset,unknown,"float, lateral offset of the sinebend in um",Parameter
480,distance,unknown,"float, total forward length of the sinebend in um",Parameter
481,layer,unknown,"int | str, layer number or layer name",Parameter
482,"Strt(length=10, width=1.0, xs=None, layer=None, edge1=None, edge2=None, edgepoints=50, name=None, gridpatch=0)",,Create a straight waveguide element.,Function
483,length,unknown,"float, length of waveguide",Parameter
484,width,unknown,"float, width of waveguide",Parameter
485,xs,unknown,"str, xsection of waveguide",Parameter
486,layer,unknown,"int | str, layer number or layer name",Parameter
487,edge1,unknown,"function, optional function F(t) describing edge 1 of the waveguide",Parameter
488,edge2,unknown,"function, optional function G(t) describing edge 2 of the waveguide",Parameter
489,edgepoints,unknown,"int, number of edge points per edge if edge 1 is set (default=50)",Parameter
490,"taper(length=100, width1=2, width2=3, shift=0, xs=None, layer=None, name=None)",,Create a taper element.,Function
491,length,unknown,"float, length of taper",Parameter
492,width1,unknown,"float, start width of taper",Parameter
493,width2,unknown,"float, end width of taper",Parameter
494,shift,unknown,"float, lateral shift at taper end resulting in a skew taper",Parameter
495,xs,unknown,"str, xsection of taper",Parameter
496,layer,unknown,"int | str, layer number or layer name",Parameter
497,,,Example of predefined waveguide functions in the module.,Example
498,nazca.mask_layers,,"This module defines mask layers, xsections, and their relationships within Nazca Design.",Module
499,"add_XSdict(name, name_foundry=None, origin='add_xsection', stub=None, description='')",,Create a new Xsection object named <name>.,Function
500,name,str,xsection name,Parameter
501,name_foundry,str,optional xsection name used by the foundry,Parameter
502,origin,str,source or creator of the layer,Parameter
503,stub,unknown,(xsection name to be used for the stub of this xsection),Parameter
504,"add_layer(name=None, layer=None, tech=None, accuracy=None, fab_name=None, origin=None, remark=None, description='', overwrite=False, frame_color=None, fill_color=None, frame_brightness=None, fill_brightness=None, dither_pattern=None, valid=None, visible=None, transparent=None, width=None, marked=None, animation=None, alpha=None, unknown=False, merge=True)",,Create a new mask layer.,Function
505,name,str,layer name,Parameter
506,layer,int | tuple,"layer number or (layer, datatype",Parameter
507,tech,str,technology ID,Parameter
508,accuracy,float,mask resolution of the layer in um,Parameter
509,fab_name,str,optional name used by the foundry for this layer,Parameter
510,origin,str,who created the layer,Parameter
511,remark,str,extra info for the layer,Parameter
512,overwrite,bool,overwrite an existing layer if True,Parameter
513,unknown,bool,True if redirected from get_layer,Parameter
514,merge,bool,if True merge xsection and layers,Parameter
515,"add_layer2xsection(xsection='name', layer=None, growx=None, leftedge=None, rightedge=None, growy=None, accuracy=None, fab_name=None, origin=None, overwrite=False, polyline=False, remark=None)",,Add a layer to the Xsection object with the given name.,Function
516,xsection,str,xsection name for use in Nazca,Parameter
517,layer,int | tuple,"layer number or (layer, datatype",Parameter
518,growx,float,growth in the x-direction of the polygon,Parameter
519,leftedge,float | tuple,left edge description,Parameter
520,rightedge,float | tuple,right edge description,Parameter
521,"add_xsection_stub(xsection, stub)",,Assign a stub xsection to a xsection.,Function
522,xsection,str,xsection name,Parameter
523,stub,str,stub name,Parameter
524,clear_all(),,Clear Nazca layer and xsection structures.,Function
525,clear_layers(),,Clear all objects with layer information.,Function
526,clear_xsection_layers(),,Drop all rows from layers and xsection tables.,Function
527,clear_xsections(),,Clear xsection dict but keep layer info.,Function
528,"get_layer(layer, aslist=False)",,Get the layer ID for a specific layer reference.,Function
529,layer,str | tuple | int,"layer reference by name, (layer, datatype",Parameter
530,aslist,bool,return layer IDs as a list which may include multiple entries,Parameter
531,get_layer_tuple(layer),,"Get layer information as tuple components (layer, datatype, technology).",Function
532,get_layers(),,Get a predefined selection of columns from the layer_table DataFrame.,Function
533,get_parameter(name),,Obsolete function for setting parameter value for a specific name.,Function
534,get_Xsection(name),,Return the Xsection object corresponding to <name>.,Function
535,name,str | Node,xsection name or a pin object,Parameter
536,load_layercolors(filename),,Read colormap from a .csv Nazca color table file.,Function
537,filename,str,filename,Parameter
538,"load_layers(filename, tech=None, clear=False, autocolor=False)",,Load layer definitions from csv file into the Nazca layer table.,Function
539,filename,str,name of layer definition file in csv format,Parameter
540,tech,str,technology name,Parameter
541,clear,bool,clear existing layers,Parameter
542,autocolor,bool,create automated color settings per layer,Parameter
543,"load_masklayers(layer_file=None, xsection_layer_file=None)",,Load layer and xsection files and merge them.,Function
544,layer_file,str,layer file name in csv format,Parameter
545,xsection_layer_file,str,xsection file name in csv format,Parameter
546,"load_xsection_layer_map(filename, tech=None)",,Load the assignment of layers to xsections from a file.,Function
547,filename,str,xsection file in csv format,Parameter
548,tech,str,technology ID,Parameter
549,load_Xsections(filename),,Load a list of xsections from a file with stub mapping.,Function
550,filename,str,xsection map filename in csv format,Parameter
551,merge_xsection_layers_with_layers(),,Create a dictionary containing tables of xsections joined with layers.,Function
552,"parse_grow(edge, side, default)",,Parse growth parameter into a tuple.,Function
553,Save_colormap(filename=None),,Save a colormap to a csv file.,Function
554,filename,str,output filename,Parameter
555,"Set_layercolor(layer=None, frame_color=None, fill_color=None, frame_brightness=None, fill_brightness=None, dither_pattern=None, valid=None, visible=None, transparent=None, width=None, marked=None, animation=None, alpha=None)",,Set layer color information.,Function
556,layer,int | tuple | str,mask layer,Parameter
557,frame_color,optional,frame color,Parameter
558,fill_color,optional,fill color,Parameter
559,frame_brightness,optional,frame brightness,Parameter
560,fill_brightness,optional,fill brightness,Parameter
561,dither_pattern,optional,dither pattern,Parameter
562,valid,optional,valid indicator,Parameter
563,visible,optional,visibility indicator,Parameter
564,transparent,optional,transparency indicator,Parameter
565,width,optional,width,Parameter
566,marked,optional,marked indicator,Parameter
567,animation,optional,animation indicator,Parameter
568,alpha,optional,alpha value,Parameter
569,"Set_plt_properties(figsize=14, cmap=None, N=32, alpha=0.3)",,Set the default colormap to use in Matplotlib output for mask layout.,Function
570,figsize,float,size of the matplotlib figure,Parameter
571,cmap,str,name of the colormap,Parameter
572,N,int,number of colors in the map in case of a 'linearSegmentedColormap',Parameter
573,alpha,float,transparency of the colormap,Parameter
574,show_layercolors(),,Print the layer color table.,Function
575,Show_layers(),,Print the layer table.,Function
576,Show_mask_layers(),,Print mask_layers dictionary with layer export definitions to stdout.,Function
577,Show_xsection_layer_map(),,Print the xsection_layer_map table to stdout.,Function
578,Show_xsections(),,Print the xsections table.,Function
579,nazca.pdk_template,,Module defining black box templates for PDK implementation.,Module
580,nazca.pdk_template_bb,,Module defining black box templates for PDK implementation.,Module
581,"Tp_BB1X1(length=100, width=50, pinwidth=None, name='BBname', groupname='"", xs=None, xsb=None, ashift=0, bshift=0, parameters=None)",,Template for a 1 input and 1 output Building Block.,Function
582,length,int,Length of the block,Parameter
583,width,int,Width of the block,Parameter
584,pinwidth,Optional[int],Width of the pin,Parameter
585,name,str,Name of the block,Parameter
586,groupname,str,Group name of the block,Parameter
587,xs,Optional,Unused parameter,Parameter
588,xsb,Optional,Unused parameter,Parameter
589,ashift,int,Shift for 'a' parameter,Parameter
590,bshift,int,Shift for 'b' parameter,Parameter
591,parameters,Optional,Additional parameters,Parameter
592,"Tp_BB3ports(length=100, width=50, pinwidth=None, name='BBname', groupname='"", xs=None, xsb=None, ashift=0, bshift=0, cshiftx=0, cshifty=0, parameters=None)",,"Template Block with 3 ports: input, output, contact.",Function
593,length,int,Length of the block,Parameter
594,width,int,Width of the block,Parameter
595,pinwidth,Optional[int],Width of the pin,Parameter
596,name,str,Name of the block,Parameter
597,groupname,str,Group name of the block,Parameter
598,xs,Optional,Unused parameter,Parameter
599,xsb,Optional,Unused parameter,Parameter
600,ashift,int,Shift for 'a' parameter,Parameter
601,bshift,int,Shift for 'b' parameter,Parameter
602,cshiftx,int,Shift for 'c' parameter in x direction,Parameter
603,cshifty,int,Shift for 'c' parameter in y direction,Parameter
604,parameters,Optional,Additional parameters,Parameter
605,"TP_BB4ports(length=100, width=50, pinwidth=None, name='BBname', groupname='"", xs=None, xsb=None, ashift=0, bshift=0, cshiftx=0, cshifty=0, parameters=None)",,"Template for a Block with 4 ports: input, output, 2x contacts.",Function
606,length,int,Length of the block,Parameter
607,width,int,Width of the block,Parameter
608,pinwidth,Optional[int],Width of the pin,Parameter
609,name,str,Name of the block,Parameter
610,groupname,str,Group name of the block,Parameter
611,xs,Optional,Unused parameter,Parameter
612,xsb,Optional,Unused parameter,Parameter
613,ashift,int,Shift for 'a' parameter,Parameter
614,bshift,int,Shift for 'b' parameter,Parameter
615,cshiftx,int,Shift for 'c' parameter in x direction,Parameter
616,cshifty,int,Shift for 'c' parameter in y direction,Parameter
617,parameters,Optional,Additional parameters,Parameter
618,"Tp_CellBoundary(length=4600, height=4000, cleave=100, coatingW=' NO', coatingE='NO', name='cell_boundary', groupname=', xs=None)",,Template for a cell boundary.,Function
619,length,int,Length of the cell,Parameter
620,height,int,Height of the cell,Parameter
621,cleave,int,Cleave dimension,Parameter
622,coatingW,str,Coating on West side,Parameter
623,coatingE,str,Coating on East side,Parameter
624,name,str,Name of the boundary,Parameter
625,groupname,str,Group name,Parameter
626,xs,Optional,Unused parameter,Parameter
627,"Tp_CellBoundary2(length=5000, height=5000, cleave=100, name='cell_boundary', groupname=', pitch=None, xs=None)",,Template for a cell boundary.,Function
628,length,int,Length of the cell,Parameter
629,height,int,Height of the cell,Parameter
630,cleave,int,Cleave dimension,Parameter
631,name,str,Name of the boundary,Parameter
632,groupname,str,Group name,Parameter
633,pitch,Optional,Unused parameter,Parameter
634,xs,Optional,Unused parameter,Parameter
635,"TP_CellID(width=200, length=200, ID=' xx', name='Cell_ID', groupname='', xs=None)",,Smart Photonics CellID.,Function
636,width,int,Width of the ID,Parameter
637,length,int,Length of the ID,Parameter
638,ID,str,Identity string,Parameter
639,name,str,Name of the ID,Parameter
640,groupname,str,Group name,Parameter
641,xs,Optional,Unused parameter,Parameter
642,"Tp_IO(length=100, width=3.5, angle=-7, pinwidth=None, name='io', groupname='"", xs=None)",,Template trapezoidal IO.,Function
643,length,int,Length of the IO,Parameter
644,width,float,Width of the IO,Parameter
645,angle,int,Angle of the trapezoid,Parameter
646,pinwidth,Optional[float],Width of the pin,Parameter
647,name,str,Name of the IO,Parameter
648,groupname,str,Group name,Parameter
649,xs,Optional,Unused parameter,Parameter
650,"Tp_IO2(length=100, width=3.5, angle=7, pinwidth=None, name='io', groupname='"", xs=None)",,"Template trapezoidal IO, but flipped (XL).",Function
651,length,int,Length of the IO,Parameter
652,width,float,Width of the IO,Parameter
653,angle,int,Angle of the trapezoid,Parameter
654,pinwidth,Optional[float],Width of the pin,Parameter
655,name,str,Name of the IO,Parameter
656,groupname,str,Group name,Parameter
657,xs,Optional,Unused parameter,Parameter
658,"Tp_IOtrapezoid(length=100, width=3.5, angle=-7, pinwidth=None, name='io', groupname=', xs=None)",,Template trapezoidal IO.,Function
659,length,int,Length of the IO,Parameter
660,width,float,Width of the IO,Parameter
661,angle,int,Angle of the trapezoid,Parameter
662,pinwidth,Optional[float],Width of the pin,Parameter
663,name,str,Name of the IO,Parameter
664,groupname,str,Group name,Parameter
665,xs,Optional,Unused parameter,Parameter
666,"TP_Isolation(length=30, width=20, pinwidth=None, name='iso', groupname=', xs=None)",,Template for Isolation section in different xsection.,Function
667,length,int,Length of the section,Parameter
668,width,int,Width of the section,Parameter
669,pinwidth,Optional[int],Width of the pin,Parameter
670,name,str,Name of the isolation section,Parameter
671,groupname,str,Group name,Parameter
672,xs,Optional,Unused parameter,Parameter
673,"Tp_XStransition(length=33, width=30, pinwidth=None, name='xs1_to_xs2', groupname=', xs=None, icon=None)",,Template for waveguide transitions between xsections.,Function
674,length,int,Length of the transition,Parameter
675,width,int,Width of the transition,Parameter
676,pinwidth,Optional[int],Width of the pin,Parameter
677,name,str,Name of the transition,Parameter
678,groupname,str,Group name,Parameter
679,xs,Optional,Unused parameter,Parameter
680,icon,Optional,Icon of the transition,Parameter
681,nazca.bb_util,,Module with a set of Building Block templates for facilitating PDK creation.,Module
682,"Functional_group(name="""")",,Class to group building blocks syntactically together.,Class
683,"add_pinshape(name, shape, overwrite=True)",,Add a pin shape to the pinshapes dict.,Function
684,name,str,reference name of the shape,Parameter
685,shape,list of (float,float,Parameter
686,"add_pinstyle(name, styledict)",,Set a custom pin style for a technology.,Function
687,name,str,pinstyle name,Parameter
688,styledict,dict,pinstyle,Parameter
689,"bb_fingerprint(cellcalls, save=False, filename='fingerprint.json', infolevel=0)",,Generate a dict with parameter list and pin list of a list of BBs.,Function
690,cellcalls,dict,all the cells {function_call_str: cell_from_call},Parameter
691,"bbox_layers_ignore(layers=None, reset=False)",,Set the layers that should be ignored in bbox calculations.,Function
692,"cellname(cellname=None, length=0, width=None, align='lc', name_layer=None)",,Create the cellname as a text cell.,Function
693,cellname,str,name of the cell,Parameter
694,length,float,length available for the BB name in um,Parameter
695,width,float,width,Parameter
696,align,str,text alignment (default = 'lc',Parameter
697,name_layer,str,name of the layer to be used for bbox name text with cellname,Parameter
698,example_cell(),,Create a Nazca example cell.,Function
699,"export_bb2png(cellcalls, path=', close=True, bbox_pins=True)",,Create png image for all cells in cellcalls.,Function
700,cellcalls,dict | list of Cells,all the cells {function_call_str: cell_from_call} | list of Cells,Parameter
701,close,bool,close cell immediately after drawing (default = True,Parameter
702,path,str,path for saving png files,Parameter
703,bbox_pins,bool,add pins to the bbox (default = True,Parameter
704,get_Cell(name),,Get Cell object by providing cell name.,Function
705,name,str,cell name,Parameter
706,hashme(*params),,Decorator to not regenerate a building block (cell) based on the same parameters.,Function
707,"image(name, layer=1, size=256, pixelsize=1, threshold=0.5, cellname=None, invert=False, align='cc', box_layer=None, box_buf=0)",,Read an image file and return a nazca cell with the image.,Function
708,name,str,name of the image file,Parameter
709,layer,int,layer number that the image will be written to (default 1,Parameter
710,size,int,maximum bounding box size in pixels (default 256,Parameter
711,pixelsize,float,pixel size in micron (default 1,Parameter
712,threshold,float,black/white threshold (default 0.5,Parameter
713,cellname,str,Nazca cell name (default image filename,Parameter
714,invert,bool,flag to invert black & white (default False,Parameter
715,align,str,two character string for image alignment (default 'cc',Parameter
716,box_layer,str | int | tuple,layer reference to generate a rectangular box behind the text (default None,Parameter
717,box_buf,float,extra buffer for the box_layer in um,Parameter
718,"load_gdsBB(gdsfilename, cellname, pinfilename=None, newcellname=None, layermap=None, cellmap=None, flip=False, flop=False, scale=None, stubs=True, native=True, bbox=False, bboxbuf=0, hull=None, prefix='', suffix='_stubs', instantiate=None, flat=False, layermapmode=None)",,Load a gds cell and the corresponding pin info from file.,Function
719,gdsfilename,str,gds filename to import from,Parameter
720,cellname,str,cellname to import,Parameter
721,pinfilename,str,optional name of csv file containing pin info for stubs,Parameter
722,newcellname,str,new cell name,Parameter
723,layermap,dict,mapping of layer {number_in: number_out},Parameter
724,cellmap,dict,mapping of cellnames {cellname_in: cellname_out},Parameter
725,flip,bool,mirror the gds without changing pin direction (default = False,Parameter
726,flop,bool,mirror the gds with reversing pin direction (default = False,Parameter
727,scale,float,scaling factor (default = 1.0,Parameter
728,stubs,bool,place stubs in the cell (default = True,Parameter
729,native,bool,load gds into a Nazca native format (default = True,Parameter
730,bbox,bool,add a bounding box if True (default = False,Parameter
731,bboxbuf,float,add a buffer layer around the structure and the bounding box,Parameter
732,prefix,str,prefix to add to the cell name to avoid cell name clashes,Parameter
733,suffix,str,suffix to indicate it is cell with stubs added (default = '_stubs',Parameter
734,instantiate,bool,instantiate the returned cell,Parameter
735,"make_pincell(layer=None, shape=None, size=None, style=None)",,Create a cell to indicate a pin position.,Function
736,layer,float,layer number to place the pin symbol/shape,Parameter
737,shape,str,name (dict key,Parameter
738,size,float,scaling factor of the pin symbol/shape,Parameter
739,style,str,style of the pin,Parameter
740,"nazca_logo(layers={'bird': 3, 'box': 2, 'ring': 1}, cellname='nazca_logo', scale=1.0, bbox=True)",,Return the Nazca logo as a cell.,Function
741,layers,dict,"gds layers of the logo (default = {'ring':1, 'box':2, 'bird':3}",Parameter
742,cellname,str,cell name (default = 'nazca_logo',Parameter
743,scale,float,scaling factor (default = 1.0,Parameter
744,"put_boundingbox(pinname, length, width, raisepins=True, outline=True, align='lc', name=True, params=True, move=(0,0,0), name_layer=None)",,Create bounding box (bbox) cell inside the active cell.,Function
745,pinname,str,pin to place bbox on (center left of bbox,Parameter
746,length,float,length of the bbox,Parameter
747,width,float,width of the bbox,Parameter
748,raisepins,bool,raise bbox pins into active cell (default = True,Parameter
749,outline,bool,draw bbox outline (default = True,Parameter
750,align,str,align the bbox on the specified bbox pin <pinname> (default = 'lc',Parameter
751,name,bool,display the (active,Parameter
752,params,bool,add parameter annotation to the bbox,Parameter
753,move,tuple,"move the bbox placement by (float, float, float",Parameter
754,name_layer,str,name of the layer to be used for bbox name,Parameter
755,"put_parameters(parameters=None, pin=None)",,Put a parameter list as annotation in a building block.,Function
756,parameters,dict,{parameter_name: value},Parameter
757,"put_stub(pinname=None, length=None, shape='box', pinshape=None, pinsize=None, pinlayer=None, pinshow=True, annotation_layer=None, pinstyle=None)",,Add a xsection stub to one or more pins.,Function
758,pinname,str | list of str | None,name(s,Parameter
759,length,float,length of the stub (thickness into cell,Parameter
760,shape,string | cell,shape of the stub 'box' | 'circle' (default = 'box',Parameter
761,pinshape,string,pin shape used in the stub,Parameter
762,pinsize,float,scaling factor of the pin shape (default = 1,Parameter
763,pinlayer,str | int | (int,int,Parameter
764,annotation_layer,str | int | (int,int,Parameter
765,pinstyle,str,pin style used,Parameter
766,pinshow,bool,set the pin show attribute (default = True,Parameter
767,rangecheck(allowed_values),,Check if parameter values are in range.,Function
768,allowed_values,dict,"{param_name: (low, param_name, high",Parameter
769,set_default_pinstyle(stylename),,Provide the name to use for the standard pinstyle.,Function
770,stylename,str,pinstyle name,Parameter
771,"set_pinstyle(name, styledict)",,Set a custom pin style for a technology.,Function
772,name,str,pinstyle name,Parameter
773,styledict,dict,pinstyle dictionary,Parameter
774,string_to_parameters(string),,Convert a string to a parameter dictionary.,Function
775,string,str,parameters,Parameter
776,"Stubname(xs, width, thick, stubshape=None, pinshape=None, pinsize=None, pinlayer=None)",,Construct a stub name.,Function
777,xs,str,x-section,Parameter
778,width,float,stub width,Parameter
779,thick,float,thickness of stub into cell,Parameter
780,"validate_black_to_white_mapping(black2whiteMap, allBBcells, infolevel=0)",,Validate if all white and black boxes are mapped.,Function
781,black2whiteMap,dict,{blackbox-basename: whitebox-function},Parameter
782,allBBcells,list of Cell,all black box cells,Parameter
783,infolevel,int,amount of feedback to stdout (default = 0,Parameter
784,"Validation_style(on=True, stub_layer=None, pin_style=None, validation_layermapmode='none', validation_layermap=None)",,Set layers and pinstyle and layermap for BB validation stubs.,Function
785,on,bool,"default=True, turn on validation style",Parameter
786,stub_layer,int,"(int, int",Parameter
787,pin_style,dict,optional pinstyle dict for the arrow and stub,Parameter
788,validation_layermapmode,str,validation layermap mode,Parameter
789,validation_layermap,dict,{in_layer: out_layer},Parameter
790,,,Usage of the hashme decorator,Example
791,,,Usage of hashme with adding keyword values to the cellname,Example
792,,,Example of using the 'rangecheck',Example
793,,,Load a logo in a cell and put and/or export it to gds,Example
794,,,Alternative way to load a logo and export to gds,Example
795,nazca.pdk_template_dbr,,Module defining black box templates for PDK implementation.,Module
796,"Tp_DBR(length=250, width=15, pinwidth=None, xs=None, name='dbr', groupname='', pitch=0.237, duty_cycle=0.5, icon=None)",,Template for DBR building block. This DBR has an option to set the duty cycle as a free parameter.,Function
797,length,unknown,"['float', 'Length of the DBR']",Parameter
798,width,unknown,"['float', 'Width of the DBR']",Parameter
799,pitch,unknown,"['float', 'Pitch of the DBR']",Parameter
800,duty_cycle,unknown,"['float', 'Duty cycle of the DBR']",Parameter
801,name,unknown,"['str', 'Name of the DBR']",Parameter
802,xs,unknown,"['str', 'Extra settings for the DBR']",Parameter
803,"Tp_DBR2(length=250, width=15, name='dbr', groupname='', pinwidth=None, xs=None, pitch=0.237, metal=True, icon=None)",,Extended template for DBR building block.,Function
804,length,unknown,"['float', 'Length of the DBR2']",Parameter
805,width,unknown,"['float', 'Width of the DBR2']",Parameter
806,pinwidth,unknown,"['dict', 'Pin width settings for the DBR2']",Parameter
807,pitch,unknown,"['float', 'Pitch of the DBR2']",Parameter
808,name,unknown,"['float', 'Name of the DBR2']",Parameter
809,cshifty,unknown,"['float', 'Y-coordinate shift of the DBR2']",Parameter
810,metal,unknown,"['int', 'Metal parameter for the DBR2']",Parameter
811,pad,unknown,"['int', 'Pad parameter for the DBR2']",Parameter
812,DCmetalPad,unknown,"['int', 'DC metal pad parameter for the DBR2']",Parameter
813,DCmetalLine,unknown,"['int', 'DC metal line parameter for the DBR2']",Parameter
814,xs,unknown,"['dict', 'Extra settings for the DBR2']",Parameter
815,xs_bb,unknown,"['str', 'XS BB settings for the DBR2']",Parameter
816,xs_metal,unknown,"['str', 'XS metal settings for the DBR2']",Parameter
817,nazca.pdk_template_eopm,,Module defining black box templates for PDK implementation.,Module
818,"TP_EOPM_DC(length=100, width=50, name='BBname', groupname='', pinwidth=None, xs=None, contacts=3, pads=True, icon=None)",,"Template for a EOPM_DC. The EOMP has 1 input, 1 output, and 3 contact ports. Metal pads to contact ports are optional.",Function
819,length,int,Length of the EOPM_DC,Parameter
820,width,int,Width of the EOPM_DC,Parameter
821,name,str,Name of the EOPM_DC,Parameter
822,groupname,str,Group name of the EOPM_DC,Parameter
823,pinwidth,int or None,Width of the pins,Parameter
824,xs,int or None,X-coordinate spacing,Parameter
825,contacts,int,"Number of contact ports, default is 3",Parameter
826,pads,bool,"Whether to add metal pads, default is True",Parameter
827,icon,various,Icon representation,Parameter
828,"TP_EOPM_RF(length=100, width=50, rfpitch=10, pinwidth=None, xs=None, name='BBname', groupname='', dx_metal=0, dy_metal=0, pads=False, padangle1=-70, padangle2=70, RFpadType=None, bend_gsg_function=None, bend_gsg_params=None, icon=None)",,"Template for a EOPM_RF. Has optical input, output, and 2 GSG ports. Option to add RF GSG pads to GSG ports.",Function
829,length,int,Length of the EOPM_RF,Parameter
830,width,int,Width of the EOPM_RF,Parameter
831,rfpitch,int,Pitch of RF signals,Parameter
832,pinwidth,int or None,Width of the pins,Parameter
833,xs,int or None,X-coordinate spacing,Parameter
834,name,str,Name of the EOPM_RF,Parameter
835,groupname,str,Group name of the EOPM_RF,Parameter
836,dx_metal,int,X offset for metal pads,Parameter
837,dy_metal,int,Y offset for metal pads,Parameter
838,pads,bool,"Whether to add RF GSG pads, default is False",Parameter
839,padangle1,int,"Angle for the first pad, default is -70",Parameter
840,padangle2,int,"Angle for the second pad, default is 70",Parameter
841,RFpadType,various,Type of RF pad,Parameter
842,bend_gsg_function,function,Function for GSG bend,Parameter
843,bend_gsg_params,dict,Parameters for the GSG bend function,Parameter
844,icon,various,Icon representation,Parameter
845,nazca.pdk_template_gsg,,Module defining black box templates for PDK implementation.,Module
846,"Tp_RFbendGSG(radius=50, angle=30, width_sig=10, width_gnd=10, gap=10, wext_bg=8)",,Template for GSG RF bend.,Function
847,radius,int,radius of the bend,Parameter
848,angle,int,angle of the bend,Parameter
849,width_sig,int,width of the signal line,Parameter
850,width_gnd,int,width of the ground line,Parameter
851,gap,int,gap between signal and ground,Parameter
852,wext_bg,int,background width extension,Parameter
853,"Tp_RFlineGSG(length=100, width_sig=10, width_gnd=10, gap=10, wext_bg=None, pinwidth=None, name='line_gsg', groupname='', xs=None, xs_bb=None, xs_bg=None, xs_bg_width=None)",,Template for RF line GSG.,Function
854,length,int,length of the line,Parameter
855,width_sig,int,width of the signal line,Parameter
856,width_gnd,int,width of the ground line,Parameter
857,gap,int,gap between signal and ground,Parameter
858,wext_bg,int,background width extension,Parameter
859,pinwidth,int,pin width,Parameter
860,name,str,name of the template,Parameter
861,groupname,str,group name,Parameter
862,xs,None,placeholder parameter,Parameter
863,xs_bb,None,placeholder parameter,Parameter
864,xs_bg,None,placeholder parameter,Parameter
865,xs_bg_width,None,placeholder parameter,Parameter
866,"Tp_RFpadGSG(width_sig=10, width_gnd1=10, width_gnd2=None, gap1=10, gap2=62.5, height_tap=40, length_pad=75, width_pad_sig=45, width_pad_gnd=45, pinwidth=None, name='pad_gsg', groupname='', xs=None, layer=None)",,Template for GSG RF pad cell.,Function
867,width_sig,int,width of the signal line,Parameter
868,width_gnd1,int,width of the first ground line,Parameter
869,width_gnd2,None,width of the second ground line,Parameter
870,gap1,int,first gap between signal and ground,Parameter
871,gap2,float,second gap between signal and ground,Parameter
872,height_tap,int,height of the tap,Parameter
873,length_pad,int,length of the pad,Parameter
874,width_pad_sig,int,width of the signal pad,Parameter
875,width_pad_gnd,int,width of the ground pad,Parameter
876,pinwidth,None,pin width,Parameter
877,name,str,name of the template,Parameter
878,groupname,str,group name,Parameter
879,xs,None,placeholder parameter,Parameter
880,layer,None,layer information,Parameter
881,nazca.pdk_template_mmi,,Module defining black box templates for PDK implementation.,Module
